Unnamed: 0,Model,rating,title,review_text
37,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Best in camera average in battery life
","
Pros-1-Its size(For who likes compact mobiles)2-Camera(superb in class)3-Display-Best in class bright and vivid definitely you will love it4-Touch -fluid.. definitely you will feel it(Previously used one plus9 but S22 is best -compare to oxygen os liked the Samsung oneUI )5-Os- definitely Samsung improved a lotCons-1- Battery backup-medium(If you are a hard core gamer and watch ott content most of the time it will give SOT of around 5 hrs) So please think of it2- Heating issue is there but not much3-with out any screen protector finger id working fine..If you apply 3rd party screen protector then it will be little problematic for finger print authentication better to purchase screen protector from Samsung authorised website or else use face I'd it's working fineOver allThis mobile is for those who love compact mobilesNote-If they given 4200 mah battery then it's the beast in this price rangeNeed to improve heat management
"
38,Samsung s22,2.0 out of 5 stars,"2.0 out of 5 stars
Light weight and small cute size. Poor battery performance
","
Poor battery performance and heating up. Sensory functions poor.Not worth for the price.Even if you want to replace or return very difficult because samsung service center wont accept all these defect and if they dont accept amazon wont accept for return or replace. So be careful while purchasing mobile.This is my bad choice.Its take more time to recharge and get heatedup soon. Finger print sensor or face sensor is very poor...advise to not to buy this mobile
"
39,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
All good except battery life
","
I like everything about this phone except the battery. For all the power that is wrapped up in this phone, it's really light weight and it's one of the few phones that you can operate in just one hand for almost all tasks and transactions. There is no lag in day to day operations and everything feels smooth. The interface is intuitive as is expected of a Samsung phone. Call quality is quite good and I've so far not had any drops even in low signal areas. The look and feel of the phone is premium. From the photos taken so far there is nothing yet that is disappointing. I'm not an avid gamer and thus yet to test the phone for playing games. The battery juices out quickly but better life can be extended by setting screen refresh rate to 60Hz and switching off notifications for unwanted apps. In standby mode, battery does last long. All in all, this phone ticks all the boxes for me. At the current sale price, totally recommended.
"
40,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
About the item
","
Overall the item is worth it when bought on offer
"
41,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
If you are an executive and not a heavy user, blindly go for it👍 iphone killer and deal breaker
","
I was confused about S22 and iphone 12, and i went for S22 which i am happy. I always loved compact phones, which can be held in hand or stored in pocket easily. This phone is a tiny monster, equipped with camera lenses that are on par or even better than the iphone 13. But it has also drawbacks, mainly battery and heating issue on heavy usage. Well, thats common in flagship mobiles, thanks to snapdragon 8gen1😀. So be equipped with a power bank.However, it scores well in camera segment, and for an average user like me, the battery life is ok. I am also attaching battery usage screenshots, i am getting about 20hr backup, with under 5 hr screen on time. I have used camera moderately during the period. May be battery life will be improved, since usually all app data are retrieved from cloud in the first charge cycle. However, can only tell about battery after 2 weeks after the learning process is complete. During my sleeping period with wifi on, only about 4-5% is drained overnight. To get better battery, manually set refresh rate to 60hz. Loving the product👍👍👍NB: If you ever buy a BMW, Mercedez or audi, never complain about its fuel economy and engine heat😀. The same applies here. It is a powerpacked mobile.  You can always carry a power bank around in case on long journeys.
"
42,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing device. Worth the price.
","
Everything is 10/10Only battery is 6/10
"
43,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Camera is really really good
","
Camera is top level display and campact size is verry good phone charging slow but like this video nice brightness high level
"
44,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Jack of all trades, master of none.
","
Does all the jobs of a flagship. It's fast, looks classy, and elegant.After a year of usage the single biggest issue is the battery back up. A full charge can survive only till evening. I find that my phone is always plugged.
"
45,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Fantastic Phone for the Price (Android : The open source King)
","
If you want a good sturdy, well built phone, with a fantastic user experience, go for it. However, you must keep in mind that, this does not come with great battery back up, as a Samsung Galaxy S 22+ would be able to provide. A power user might feel that the battery is just inadequate, but not too much. But these days if you are a avid gamer and browse, watch a lot of videos all day, then believe me no phone lasts more than a day.If you are a Normal user, then this is a perfect phone for you.This gives you the experience of owning a High end phone, with a great user experience.Also the camera is Incredible, Cant beat it at this price.It easily trumps the more expensive orange pro phones being sold (free advise: invest in gold bonds instead) of the current or prev generation, which are almost double or triple the price. As it is better to invest in a high end camera system instead.Pros:Android User experience.Crisp call quality.built qualityrear triple cameraselfie camerasize is just perfectNo heating issuesThe bluetooth head phones just come to life.Cons:nothing as of now. If you have to nitpick then - it just has a 3700 mah battery.
"
46,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Handy and Lighting Fast
","
I bought it for 50k with 12 months no Cost EMI which is basically the best deal of this season. The reason I chose S22 is because it is handy and fits in the pocket.First thing first. battery life is a bit low. But it is working well for me as I don't play games or extensively social media. Also, the phone heats up a lot in doing anything processor extensive task.The screen quality is amazing and dark mode enhances the experience and battery life as well. LOL. The new One UI 5 further bought some usable features and the overall software experience is really good.Camera quality is great as it features flagship-level tech. Telephoto lens is another hot shot.
"
47,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Absolutely worth it...
","
Overall is great.. Phone is working great, camera quality top notch in the segment.. Only issue is after applying normal screen guard, the in display fingerprint scanner doesn't work...
"
48,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Fine
","
Only the issue is battery backup. I am a normal user so lasts for a day. If you are out of station then need  to carry powerpack .Rest all things are perfect
"
49,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
SAMSUNG VERY NICE
","
Phone is very slim and handy model good display, quality improved cameras......perfect model but sometimes heating issues... battery back up Ok for screen size ....over all best performance
"
50,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Good
","
Great looks size and colour .Smooth running
"
51,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Classy but...
","
The phone itself looks brilliant. Superb build quality, premium feel in the hand, is compact and very classy! The display is amazing, one of the best in its segment even though it's only full HD. Speakers do the job well enough. The internals are the latest and greatest from Qualcomm but because of the phones small size it tends to warm up a bit on heavy use. My biggest and only complaint would be the battery. It's PATHETIC! 3700 isn't sufficient in today's day and age. Other than that if your priority is light browsing and business use. It's a great buy! GAMERS STAY AWAY!!
"
52,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
The first Android iPhone..What a joy
","
It might be really early for me to write anything about this one as it has only been two days I have purchased it.Samsung has evolved just like we humans and any other smart objects , things , people .The optimisation has never been so crisp smooth and pleasurable before with android ever.Android and specifically samsung has always tried and somehow also succeeded in try to deliver a great product but just because of the hardware and software integration of the iPhone so good , Android has always been one point behind.But this time I'm happy to say that samsung is ahead specially with this phone.The only issue is the battery 🔋  it's a power hungry machine which I don't know , could have been better with a bigger battery but I m personally Ok because I have my chargers and power banks with me always.Really happy to buy s22 forgot to say , according ro me this is the perfect size of a smart. Phone.
"
53,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Awesome Product
","
Best mobile under 40k. Software experience is awesome.Good peroformance, great build quality, Highly customizable
"
54,Samsung s22,2.0 out of 5 stars,"2.0 out of 5 stars
Poor battery life
","
Feels like a land line
"
55,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
its very nice product except battery life
","
its been almost 5 days i got the product n its really nice phone. everyyhing is good except1 battery drain very fast as its 3700 mha only2 there is heating issue.. if you use for video call or capture it will heat up3 not suggested for heavy user n for gamer stay away you can play but phone will heat up n battery will drain quicklyi used for phone, twitter, whatsapp, skype, mail n some banking app so its not big issuecamera its just awesome ...
"
56,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Compact phone
","
Camara good. Performance good. Need to improve Video quality. Need to improve Battery life. The battery only lasts up to 5 hours.heating issue.
"
57,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Noicee!!
","
A top notched device in it's segment. Device looks Supa_premium neat and classic.Battery last well on average usage, depends on what you run on the phone(high refresh rate,processing speed boost,5g, etc will drain it fast obviously)Camera is a bomb 💣. Way better than the iphone13 I had. Honestly, just beauty in every snap.Display is super bright and clear and smooth and responsive.Haven't tried heavy gaming yet cuz, it's only been a week but, won't worry because of the 8th Gen1 processor it has. 😆Got the Green Colour and it looks stunning.Devjce Manufacturing was last month Sept.(Con: Paint finishing seems a bit poor as my camera area paint got brushed off and the silver aluminum is visible, could've done a more rigid finish)Overall a Gorgeous, Stunning, Amazing, Great Device. Highly recommend 👌Amazon does a great delivery job 👏
"
58,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Great Phone ( Not for gaming though ""battery and heating"")
","
Best display, great camera, performance, average battery life.Overall 8/10Got a minor defect on my phoneThe power button is slightly rocking which doesn't feel good , but u can avoid using it by enabling double tap to wake and lock gesture.Very poor delivery serviceOrdered phone on 25th nov received on 6th dec while i ordered charger from a different site on 27th and received it on 2nd dec , while both the product were shipped from the same place
"
59,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
It's a smaller package with everything you need
","
I was looking for a phone that fits my small palm all these years. And I finally found one that I can afford. This is the best phone I owned in my life and I really love how it fits so easily. I was fed up with the screen size on phones going up year by year. I am not a fan of iPhone so this was the best choice for me. Camera is excellent and the build quality is superb. Battery backup maybe the only area of concern but it depends on your usage and it charges pretty fast, so not a deal breaker for me.
"
60,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Bought it for looks
","
What other reviews say about battery life is TRUE. With heavy usage I only can get 2 hours of screen on time. For normal usage I got 5 hours of screen on time.But over all great product if you aren't concern about battery. For me it's not an issue.So out of 5Camara 4.5Battery 3Display 4.5Performance 4 《not for gaming 》Design 5Last but not least... it does heat a lot on heavy usage because of 8gen1.
"
61,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Excellent Display and Camera
","
The phone is a nice size at 6.1 inches and has an excellent display and equally amazing camera. The battery life however is dismal, being identical at 3 days old to my 3-year-old Huawei. The features are good but ergonomics could be better.I believe Sony phones feel the best but, unfortunately, they aren't here anymore. Still at half the price of the iPhone 13 Pro, the other phone I was looking at which is the same size, it makes for a better deal for those who use a Windows laptop.Charger not included, although it does come with a Type C-Type C cable.
"
62,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Easy-to-use
","
Easy to use
"
63,Samsung s22,1.0 out of 5 stars,"1.0 out of 5 stars
Old mobile given
","
I have been delivered old mobile whose warranty is already expired. I have had the phone only for 3 weeks. It has also undergone water damage with c slight water spill while it has ip80 water rating where it can be under 1.5 m water for 30  min. However the main problem is being delivered an old phone
"
64,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
The best Android phone I've used till now.
","
Take my word this is the smoothest and premium Android phone I've ever used in my life. I was an apple fan boy due to the iOS optimization and better security features. But later i came to know about Samsung Knox which is the best security feature you can get in the industry. I considered iphone 13 before this but for that price you're not even getting a 120hz display.In s22 this is the smoothest display I've ever experienced this is much fluid comparing with other brands 120hz displays. Camera is top notch. This is what I was expecting from an Android phone.The only downside i felt is the battery capacity which is just 3700, initially the draining was fast but after 2-3 days the OS optimised the battery and now I'm getting better battery backup, but if you're a hard user i would suggest you to go for s22 plus.
"
65,Samsung s22,2.0 out of 5 stars,"2.0 out of 5 stars
Good phone terrible battery
","
Overall good fone, used for >1 yr and faced no challenges. But battery is really poor. Am charging my phone every 5-6 hrs. Once battery is under 30% it discharges soo fast. Will not recommend anyone to buy only n only because of bad battery life.
"
66,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
One of the best flagships android phone
","
The phone really feels premium, camera is superb, but battery is sufficient to give you 1 day backup if you are not a heavy user or else it will give you 15 to 18 hrs of backup. Rest is superb, fingerprint is super fast, processor sometimes get hot but its thermal is well maintained. If you're are going for this phone take it. See if the phone is packed with powerful components then its will be hungry for power so if you go to battery drain test all of them will perform similar. Yes i have seen for s22+ and ultra also.. s22+ just gave half hour extra backup and ultra 1 hr its not much.. The phone is compact and I liked it very much.
"
67,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Perfect sized flagship experience
","
The experience of using this phone is uncomparable in android.Pros -- perfect sized flagship for my one hand usage- Excellent screen, hence superior media playing experience especially on Netflix- premium in hand experience, rather i often take the phone out of case to enjoy its in hand feel- flagship camera and video recording- smooth UI- long term OS and Security updates.Cons -- battery life is less. I often work from home so no issues for me. But someone working on field may find it to be a deal breaker- device used to heat up in first week. After April update i feel the heating is less.Only phone that can compete with S22 is Iphone13. To get max benifit of apple product you need to be deeply invested in their ecosystem. Hence I preffered S22 over iphone13. Quite happy with my S22.
"
68,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
S22 Very good flagship device with great features from Samsung.
","
Green color on this device feels exotic. Best in class display, camera, with all up to date latest flagship features. Feels really good in hand and design is pretty compact. Best of Android from Samsung. No doubt.Amazon delivery was fast and packing was good, with assured original products as always from Appario seller.Only issues are battery life and heating problem.
"
69,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Battery
","
The phone feels great in hands for a flagship level.  Great build quality. Feels sturdy and premium with polished sides and matte glass back finish. The phone scores well in all aspects except for battery life. Again it depends on your usage. For a person who uses mobile a lot, this isn’t for them. Better to go for S22+ or iPhone if they’re in ur budget.
"
70,Samsung s22,1.0 out of 5 stars,"1.0 out of 5 stars
Camera amazing
","
Using  time Display heavy heat
"
71,Samsung s22,3.0 out of 5 stars,"3.0 out of 5 stars
Battery back up is very poor.
","
Battery back is very poor. Even for very normal use, It need to charge twice a day. In traveling not suitable.
"
72,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
From iPhone to Z Flip 4 and settled with s22
","
I didn't upgrade to iphone 14 coz of third class lightening port instead of USB CI was looking for a compact flagship which is rare now a days, bought galaxy Z Flip 4 and trust me guys when you flip open the screen size is 6.7 inches!I had to sell it off to get Samsung s22, wow what a compact phone with a great camera.Amazing for single hand usage,battery life is good for single day usage.(medium usage)If you want to play games just SKIP this phone, don't buy.
"
73,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Good
","
Looks compact and stylish. Good camera but lot of bugs after updation. Comparatively low connectivity.
"
74,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Good Handy Phone with good camera and battery
","
After reading the reviews here I was doubting on the battery duration. But then I thought technically that this battery is having higher mah than my galaxy note 8 so it would be better for me.. And yes it lasts long.. Morning to night and I use this for calls.. Youtube.. Games.. It is a good handy phone no doubt.. Connection to my buds 2 pro and galaxy watch is also seamless.. What else do you need... Chota pack bada dhamaal.. Go for it.. Easy EMI also helped me to get the phone easily...
"
75,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Best samsung s series till date
","
Camera image quality is awesome compared to other flagships. The phone overheats a little when taking photos. Performance is good while playing games and general usage. Only problem in my opinion is the famous shutter lag in s22 series. You cannot take images of moving target since there os a huge delay between pressing camera button and photo taken by camera. Must resolve this with an update. Otherwise everything good compared to previous generation.I owned an s10 plus...
"
76,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Take it or leave it
","
Considering the battery life is low which needs to be charged in the evenings everyday, no other major drawbacks you can find in this phone. Very handy and rich looking one. All needed features are top notch. I wish there was a hybrid slot for the microSD card. Best value for money flagship phone i suppose but not a gaming phone.  Lastly, the phone gets heated for gaming (clash royale) which i usually play, that's a bit annoying 🙄. Camera is exceptionally good 👍. No charger adapter provided, probably you should buy one for around 2k or even less.
"
77,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
A real compact phone 🤳. So handy.
","
Amazing phone. Feels so good to hold. Small compact phone, wanted this type of small and compact phone since long. I was fed-up with those compass box phone.People like us can use this phone easily. Normal use can last the battery for a day. The pictures are clicked from some other phone.
"
78,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Battery life is not bad
","
Coming from S20FE, battery life is definitely not bad as per the comments. If you don't play games and just consume media, than it will last all day.Only time I faced battery problem was during traveling in low network areas which is the case with other phones as well.Pros - Compact phone with good finishCons - Low vibration, heard some speaker distortion
"
79,Samsung s22,3.0 out of 5 stars,"3.0 out of 5 stars
Pretty average for a flagship, battery drain, shouldn't buy
","
I migrated from Iphone 11 and have used OnePlus in the past so I was hoping that Samsung's flagship wi be a bit betterProTo be fair, Camera is good, so are the colours and software functions.ConsBattery drain is phenomenal, can't use 120 hz refresh rate due to this. Watch a couple of videos and battery crashes. Feels like iPhone 6 era. The processor optimisation makes the phone suboptimal. This is no where close to 3 old year iPhone.. only better thing is it's an android
"
80,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Worst battery but still better than iphone
","
Everything in this phone is great. Except the battery backup. I have never seen a flagship phone with this kind of battery performance. Its the only con in this phone you have to charge almost 2 times a day and trust me i am a very light user. If you can compromise in the battery section then rest things are very good. If battery is your concern then go for s22 plus.
"
81,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Battery Backup
","
A must buy phone.. just battery backup is pretty less.3700mah battery won't last long.
"
82,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
best compact smartphone under 50k
","
battery life isn't that bad as people are criticizing. actually you have to go for some optimization settings and must not allow some garbage settings when you set up your device for first time. it also helps phone not to heat up in day today tasks. also samsung has certainly reduced heating issue in some recent software updates. i haven't faced any such problems as of now.the phone is so compact (even compact than iphn13) . everything feels so flagship including ui experience and smoothness.
"
83,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Best compact phone, small battery.
","
The compact size of the device makes it pretty comfortable in the hand. It has top of the line specs, the only quirk would be the small battery. The 3700mAh battery doesn't last the whole day but it charges pretty fast. The fast charging makes up for the battery size.
"
84,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Compact & light weight. But battery..
","
This is the very best compact Android phone. Camera is awesome. But battery life is a concern. You may need to charge daily for the normal use too.No charger and headphone jack !! :(Update after 1 month:- Received Android 13 based One UI 5.0 update.- Resolved battery issue and heating issue.One UI is awesome 👍
"
85,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Great Phone but poor Battery
","
Every single aspect is great except battery. Also vibration motor is little weak than my older s8, other than that good to go.Update on apirl 19th battery life improved, used power saving and got 6hr SOT ss attached.
"
86,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Quality
","
Positives1.performance2.speakers and sound quality3.cameraCould have upgraded battery performance but still satisfied...fingerprint sensor positioning
"
87,Samsung s22,3.0 out of 5 stars,"3.0 out of 5 stars
Go for it if you want good camera
","
Camera is awesome. Coming mostly as an user for iPhone for generations, this one is my first flagship possession from Samsung.Using iPhone 12, S22 comes at per in terms of Camera of iPhone 12 and I think it’s even better. Screen is much much brighter than iPhone 12. Performance wise is ok for me for emails, browsing and music. Can comment further with more time. Size wise is very convenient both to carry and also work. This fits in my phone tray in car and Android Auto is a charm with MID directions in Civic.What I hate is finger print sensor. It does not work most of the times with Spigen screen guard. After initial set up, I have stopped using it.
"
88,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Top notch device at this price range
","
Awesome device with top notch quality. There are some heating issue and the battery performance is also not so good. Atleast Samsung should provide 4500mAh battery in this device also. Unable to find tempered glass for this device. Have seen some tempered glass online but don't know that the fingerprint & face recognition would work or not.
"
89,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
Shift to Android is pleasant
","
Moved back to Android main device after a couple of years, don't regret it at all. The choice is clear, wanted a compact phone with high end specs, regular software updates and a device which had an India warranty - Samsung S22!!!Pros:Buttery Smooth and best displayCamera is almost on par with a Google device; notch better than my iPhone 12 miniFast updatesAndroid 12 with the latest security patchCons:Battery could have been better, getting 19 hours of usage (primary devices)Not a super fast charging like One Plus 9 or OPPO but okay when comparing to an iPhone 12 miniSamsung Bloat (most of it can be disabled)
"
90,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Very hot
","
The phone gets very hot,only if we watch some movie or make a video call,battery back up os average,sound clarity is good.
"
91,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
decides yourself
","
Galaxy s22 snapdragon gen 8 1 Performance is not as expected, my one plus 8 pro snapdragon 865 perforned same when it comes to multi tasking and gaming. battery is small and drained fast, iphone battery backup is much better even though they have the same size battery like s22
"
92,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Good
","
Battery life is not that goodFingerprint scanner is not up to markexcept that everything is just wowwww......
"
93,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Does not come with adapter/charger
","
Everything is fine, just that the phone does not come with an adapter/charger. The fact wasn't clearly mentioned during purchase. The adapter is type C; had to wait for new adapter to arrive before the phone could be used.
"
94,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Battery performance and heat up issue
","
Battery life...is not that ok.. and phone gets heat up.. in continously uses for 2 to 3 hour. Overall Phone Design, Performance is good.. As I am samsung big fan.. I prefer only samsung.... my journey with samsung begins ~ Galaxy Wave 525> Galaxy E7> Galaxy S50> Galaxy S22.
"
95,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Great Smartphone
","
Amazing service by Amazon.Pros -1. Compact design - Breaking the myths of larger Android Smartphones2. Power - Small yet powerful3. Design- Front and Back Victus Glass, Amazing Feel4. Camera - 5/5Cons -1. Battery - If it had 4000 MAH battery, it would have been charm.
"
96,Samsung s22,5.0 out of 5 stars,"5.0 out of 5 stars
First costly phone bough with my earning.
","
I was bit worried about delivery frauds. Nothing like that happened. Received original product in good condition. I baugh it on sale so not dissatisfied with price of the product. It's just like I baugh it late with cheaper price. 3700 MAh battery is not sufficient. Super fast 25watt charger takes more than a hour to fully charge. But I don't care because I baugh a power bank. I am also not a heavy user. This compact phone feels charming in hand.
"
97,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Ok ok
","
Phone is ok ok but quality of camera is awesome
"
98,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Best Phone for daily use.. Not made to Last heavy gaming and Netflix & chill
","
A phone with best performance, screen and aesthetically well built. Battery lasts about 4-5 hours after moderate use. Can go for it is a moderate user.
"
99,Samsung s22,4.0 out of 5 stars,"4.0 out of 5 stars
Good phone
","
Bought it for 53k and in just one week price dropped to 50k.... For 3k I could have got clear view case as well. Phone is really good. Camera is best. Battery is average but can get 6 7 hr SOT using power saving mode.
"
0,Samsung s23,5.0 out of 5 stars,"5.0 out of 5 stars
Near Perfect - Satisfied
","
- Display: The top-notch display boasts an impressive 1700 nits, ensuring visibility even in direct sunlight. The 120Hz refresh rate, offering super-smooth visuals, can be adjusted to 60Hz for power-saving purposes. The nearly bezel-less design enhances the immersive experience, especially for users transitioning from larger phones.- Speakers: The speakers deliver a loud and crisp audio experience. While I primarily rely on headphones, I have received no complaints about the speaker performance.- Camera: The camera's exceptional capabilities stand out, effortlessly capturing fast-moving objects and producing crisp, vivid HDR images. The default camera software eliminates the need for third-party mods, providing realistic and high-quality photos. Remarkable video stabilization is evident in a 4K 60 video taken in challenging conditions. The selfie camera excels in capturing realistic and unenhanced images, with portrait mode being a highlight for both main and selfie cameras.- Design: As my inaugural Samsung flagship device, the S23 impresses with its premium feel and aesthetic. The Phantom Black color adds a touch of sophistication, and the compact, lightweight design, though slippery, becomes manageable with a case. Ensure to acquire an ultrasonic-compatible tempered glass, or the fingerprint reader won't function.- Battery: With normal usage, the phone consistently lasts over a day. During testing, I achieved over 6 hours of screen time, with the phone lasting 16 hours from 85% to 0%. While the phone can warm up during intensive tasks, wireless charging is a convenient feature, even though I haven't extensively utilized it.- One UI: The clean and appealing One UI allows for extensive customization, including the lock screen. However, the absence of an integrated App Lock is a minor drawback, and efforts to secure apps have proven unsuccessful.- Cross Compatibility: The integration with Windows, exemplified by the ""Your Phone"" app, sets the S23 apart. Compatibility with other Samsung devices, such as the Watch4 and headphones supporting LDAC 990kbps, enhances the overall experience.- Overall: Priced around 50-55k, the S23 stands as a compelling choice. Its unparalleled features make it the best option in the market as of this review, providing a seamless experience for users seeking a flagship device.
"
1,Samsung s23,5.0 out of 5 stars,"5.0 out of 5 stars
performance
","
I recently had the opportunity to experience the Samsung S23 phone, and I must say, it's a remarkable device that combines style, functionality, and performance. Here's my comprehensive review:Design and Build:The Samsung S23 boasts a sleek and modern design that immediately catches the eye. Its slim profile, curved edges, and choice of attractive colors make it a fashionable accessory. The build quality is excellent, providing a reassuring sturdiness without feeling bulky. The phone is comfortable to hold and use for extended periods.Display:The phone's display is a standout feature. The S23 features a vibrant and immersive Super AMOLED display that brings content to life. The colors are rich and vivid, and the Full HD+ resolution ensures sharp visuals. Whether you're watching videos, browsing the web, or playing games, the display is a visual treat.Performance:Powered by a capable processor and ample RAM, the Samsung S23 delivers snappy performance. Apps open quickly, multitasking is a breeze, and demanding tasks run smoothly. It handles gaming with ease, offering a lag-free and enjoyable experience. This phone is well-suited for both productivity and entertainment.Camera:The camera setup on the S23 is impressive. The primary camera captures detailed and vibrant photos in various lighting conditions. The inclusion of multiple lenses, including an ultra-wide and macro lens, adds versatility to your photography. Selfies also shine with the front-facing camera. The camera app offers a range of features and shooting modes to unleash your creativity.Battery Life:The battery life on the Samsung S23 is commendable. It easily lasts a full day of typical use, and even with heavy usage, it provides reliable endurance. The phone supports fast charging, which means you can quickly top up the battery when needed.Software:Samsung's One UI, built on Android, provides a user-friendly and feature-rich experience. It offers customization options, a clean interface, and a host of useful software additions. Frequent software updates from Samsung ensure that your device remains up-to-date and secure.Connectivity:The S23 comes with 5G support, ensuring that you stay connected at high speeds. It also offers features like NFC for mobile payments and an array of sensors for added functionality.Security:Biometric security options, including a fast and accurate fingerprint scanner and facial recognition, make unlocking the phone convenient and secure.Storage:Ample onboard storage and expandable storage options mean you won't run out of space for your apps, photos, and media.In summary, the Samsung S23 is a standout smartphone that impresses on multiple fronts. Its stylish design, outstanding display, strong performance, capable camera system, and dependable battery life make it a compelling choice for anyone in the market for a feature-rich and reliable smartphone. Whether you're a tech enthusiast or an everyday user, the Samsung S23 is a device worth considering.
"
2,Samsung s23,4.0 out of 5 stars,"4.0 out of 5 stars
Very handy and powerful device
","
The software has niggling issues, though, and when you approach Samsung, you're told it's a feature and not a bug.Like when you switch data, it goes to 5G automatically and you've to deselect it every time. 5G causes the phone to heat up and the battery to be consumed faster.Autocorrect remembers nonsensical mistyped words and replaces genuine words with these very often. If you delete them, they reappear again the next time around.If you connect any device on bluetooth, my music app automatically starts playing the music.But the battery life is decent and the camera is good. An amateur like me manages to click decent photos. The size is small and manageable unlike most new phones, which are like notepads. And so far, I have not seen it hang.
"
