Unnamed: 0,Model,rating,title,review_text
90,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Good but could've been better
","
I bought 16gb version. The phone is smooth, display is bright enough in outdoors, battery life is good - would easily last a day, charges from 20-95% (typical scenario) in under 30 mins.Camera is good so far (haven't tested it thoroughly)Negatives:1. The scrolling speed is very slow. My old OnePlus 7 has a faster scrolling speed. This slow scrolling speed is across apps - even swiping up & down in the app drawer is slow! This is super annoying!!2. Notification needs to be reworked a bit. It's not easy to use3. Minimum brightness is still very bright
"
91,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Excellent phone
","
Performance: 10/10it's really fast. The display touch is snappy and instantly responds to your touchs no delay no matter you are doing heavy gaming or using normally.Display: 10/10The display shines and OMG the 120hz just use it once and you will never go back. The colour are really good and calibrated specially if you are watching HDR content. The text is crisp and clear. Brightness is really good.Sound: 8/10Sound on loudspeaker is loud and bassy but sometimes it distorts on higher volume but that can be fixed via OTA update.Camera: 10/10I don't use phone camera that much but yes it's better than my last phone OnePlus 7 Pro.Build quality: 10/10Build quality is really good and it feels that you are holding a premium device and it's heavy.Charging: 10/10The 100w charger OMG. It charges so fast Just take a nap or watch an 15m video and the phone is 100% charged.Battery: 10/10The battery easily lasts 1+ for normal usage/ 5-6 hours of continuous gaming depending on your in games settings and display resolution.
"
92,Oneplus 11,5.0 out of 5 stars,"5.0 out of 5 stars
Upgrade from 7pro ->> 11,not much diff feel
","
So when I purchased 7 pro 4 years agao then it was gream amazing feeling but while switching from 7 pro to 11 doesn't feel much difference as both phone sizes are same and just the camera diff and performance wise 11 may be better but I never faced performance issue in 7 ro as i NVR use parallel apps or very rarely.Just had to change because the old phone screen got broken.I feel if we are able to use these phones for next 5-6 years while full formatting 2 times in between then it's good investment.Fun part: front popup camera not available like 7 pro which used to look cool and never disappointed but my kid kept pressing it to make it non working and this one doesn't have that one so it's good.Gestures of old os were good but not this new ones which we get in oxygen 12,13 because u try to drag someone like crop from left and right it goes back
"
93,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Good but something’s not right
","
The phone feels good but heats up even with normal usage to 40C. Seems like it’s refurbished. The front selfie camera sensor is a 16MP Samsung S5K3P9 which over exposes photos. Also, HDR videos do not play with full brightness.
"
94,Oneplus 11,3.0 out of 5 stars,"3.0 out of 5 stars
Not a great phone
","
This mobile is not such a great phone .I didn't feel the SD 8GRN 2  chip performance.Camera is not up to the mark with hassalbald rag.Over priced mobileUI is normalWorst Google dialerThis is not giving feel of flagship mobileNotification drop-down is not working sometimesFingerprint is disappear sometime and manual pin is requiredIt's a not a flagship mobile16gb RAM is acting like 6gb speed and accuracyI had worst experience with Amazon delivery and delivery boys . delivery boys did fake calls and made me awaited for w days for delivery post their promised delivery date . Amazon delivery has to improve and delivery boys behaviour too.
"
95,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Nothing
","
Nice
"
96,Oneplus 11,3.0 out of 5 stars,"3.0 out of 5 stars
Main board reliability
","
Had one plus7 pro. Still working fine and looks as new. Upgraded to 11.Disabled Google dialer and installed o dialler which is original.Works fine. Google has hijacked contact and message app. Phone is good. Photos are slightly better than one plus 7. When u Press power button  one would expect to restart or shutoff however the twerp google assistant comes on. Have to reset the power botton option in additional settings to get it to do it's intended purpose.Latest update -Jan 24- My old One plus 7 pro had a motherboard/main board failure and  data was irretrievable, it was 4.5 years old . This has made me think about the quality of One plus phones in general and the 11 5G 256 which I have . A company becomes successful at first and then they implement cost cutting on production and take customer for a ride.  I would recommend Backing up data on a monthly basis , if you have already bought this. if u have not bought, try out another. Hence reducing the rating to 3
"
97,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Simply Awesome
","
Apart from a couple of bugs that I noticed in my daily usage, this seems like an outstanding phone. Nothing that cannot go away with an OTA update or two. Charging speed is insane and battery life won't let you down. Camera is decent enough for clicking pictures. I am not into vlogging so I don't really bother about the front camera capabilities of not being able to record a 4K video. Sound is loud and crisp. UI is highly customisable and I keep it the way I like. Feels like a premium phone and is surely a noticeable device.
"
98,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Excellent camera and premium experience
","
Great camera, very good features.. superb charging speed .. only let down is battery drains fast..  overall happy with the phone
"
99,Oneplus 11,4.0 out of 5 stars,"4.0 out of 5 stars
Overall It's a nice flagship mobile
","
Pros:* Good battery life (Almost 1 and half day)* Good screen & sound quality* Camera is decent* Overall good performance* Nice haptic feedbacks* Good in hand feelCons:* OS should be improved to get the feel like a OnePlus mobile* Few things missing/not available like OnePlus shelf when swipe right* Ram management could have been better at this high 16gb Ram
"
0,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
The best bang for buck
","
First of all the phone is a beast in every aspect. Screen, camera, battery everythings is top notch.No software issues, charge once and forget for 2 days unless you are a heavy user.Curved screen looks beautiful.Rest of the positive you can findingr YouTube reviews.But iam stating the issues which are not discussed,The following issues which I have discussed with global OnePlus 12 users and they are facing the same issue as well so it's not specific to this model.1. When you try to switch from certain apps to browsers (e.g - Instagram to chrome) you will face a momentary lag for a second or two.2. The phone battery temperature is little on the higher side not that you can feel in you hand but it's still showing 2 deg high compared to other phones in the same ambient temperature.Rest assured it's a fabulous device in this price range.
"
1,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Very good device according to price
","
It's a very good device according to price. Previously I used Samsung s24 ultra. But I prefer this one now for some practical reason.1. Samsung offers anti reflective display. But when you use with glass protector, there is no advantage. Samsung s24 ultra is really brighter but OP12 is decent for the price. Further it has better PWDM score.2. S24ultra has very fast ultrasonic fingerprint sensor, but when you use it with glass protector, it will be a hit or miss, laggy. On contrary, OP12 optical fingerprint sensor is really fast. Moreover, face unlock is much better working in OP12.3. In battery segment, both are good but OP12 is a clear winner in terms of fast recharge and SOT. OP12 is also offering "" stop charging @80%"" option.4. S24ultra is better performer in camera obviously. Stability of footage taking is far better than OP12 but, OP12 is not bad at all....it takes really good photographs.5. OP12 is running behind s24ultra in terms of AI. But the scenerio will get reversed soon. S24ultra integrates with Google Gemini Nano version for AI features whereas, OnePlus is integrating Gemini Ultra for Upcoming AI features. Just wait for a few months.Lastly, according to In hand comfort, OP12 is better.So, according to price, OP12 is a better choice. I bought it @48500/- upon exchange with Samsun M31. I am happy.
"
2,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Flagship Killer Once Again?
","
OnePlus 12 Review: A Powerhouse SmartphoneThe OnePlus 12 sets a new benchmark with its impressive specifications and cutting-edge features.Pros:Ample Memory: With 12GB of RAM and 256GB of internal storage, the OnePlus 12 ensures smooth multitasking and ample space for all your files and apps.Powerful Processor: Equipped with the Qualcomm Snapdragon Gen3 chipset, this device delivers blazing-fast performance and seamless user experience.Exceptional Camera System: The Hasselblad-tuned triple camera setup, including a 50MP main sensor, 64MP periscope telephoto lens, and 48MP ultrawide lens, captures stunning photos and videos in any scenario.Outstanding Device Performance: Thanks to its powerful hardware and optimized software, the OnePlus 12 offers snappy responsiveness and lag-free operation.Advanced Network Connectivity: Supporting a wide range of network technologies, including 5G, the OnePlus 12 ensures lightning-fast internet speeds and reliable connectivity wherever you go.Additional Features:Immersive Display: The 6.82-inch LTPO AMOLED display with Dolby Vision and HDR10+ support delivers vibrant colors and high contrast for an immersive viewing experience.Premium Build: Crafted with a glass front and back, aluminum frame, and Gorilla Glass Victus 2 protection, the OnePlus 12 boasts a sleek and durable design.Versatile Charging Options: With 100W wired charging, 50W wireless charging, and 10W reverse wireless charging, the OnePlus 12 offers convenient and fast charging solutions.Enhanced Audio: The device features stereo speakers and Hi-Res audio support, ensuring an immersive sound experience for music, movies, and gaming.Cons:1. No IP68 Protection2. A bit bulkier DeviceOverall, the OnePlus 12 is a flagship smartphone that excels in every aspect, offering top-notch performance, advanced features, and premium design. Whether you're a power user, photography enthusiast, or multimedia lover, this device is sure to impress.
"
3,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
BEST WAY TO SPEND 65K. !
","
After a long wait of almost 3 yrs, i finally got my hands on a proper flagship phone.I won't go into the specsheet because it's awesome and we all know that !DISPLAY - it's simply beautiful, 2k resolution is so good. all type of content looks great even basic WhatsApp looks great on it.BATTERY - 5400MAH is monsterous along with 100W charging is soooo under rated. I'm a power user and still at the end of the day it is always over 30%.CAMERA - proper flagship setup. Now comparing it with apple or samsung which cost 40k more than this is not right. But still I am mighty impressed. I have put up sample pics in order of wide ,1x, 2x,3,6x,10x,20x,30x. U can see it for yourself. !UI - just one word ie. Excellent. Oxygen OS is very effective and efficient!PERFORMANCE/GAMING - anything and everything on  Play Store u throw at it, it just fly's through it. Black desert, codm, asphalt9 etc. !SPEAKERS - loud and crisp that's it. !HAPTICS - best in the business.!ONLY NEGATIVE I FIND IS THE FINGERPRINT SCANNER IS OPTICAL AND NOT ULTRASONIC. OUT OF 10 IT MISSES 2 TIMES IN MY USAGE.OVERALLL A GREAT BUY OVER PIXEL OR S24 SERIES AND APPLE PHONES. TRUST ME U WILL NOT REGRET A BIT. !! CHEERS...
"
4,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Best beast
","
I became OnePlus fan since using OnePlus 5t, I have used every single t version launches and this would be the first time using OnePlus 12 without the t version, let me tell you it's a great phone with great features. Previously had 10t and I don't have any regrets in going to OnePlus 12,Pros:  battery backup is awesome, have loaded 300+ apps and easily I get 24+ hrs of backup on heavy usage.Working on multi task app is crisp, no lag at all.Phone doesn't get heat after using long hours, a bit warmth can be felt while on rapid charging, 0 to 100% charges in <30min with 100w chargerMusic is crisp and clear with good volume.IR blaster works like a charm.Cons:  Camera clarity is ok ok in low light, but with bright light or daylight photos are awesome.Volume buttons are a bit concern to operate as am used to buttons on the left, in this you will get to the right with power button.Can't operate with one hand, feels bulkier and unsafe as the camera portion is a bit bigger at the back.
"
5,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Poor performance but Worst customer service by Amazon
","
The phone started to hang and touchscreen was problematic right from he beginning.After that when we contacted customer service they kept deluding us till the time for replacement got over. I talked to over 7 agents over a span of 2 days, and not only did they not resolve the problem, they also gave false hope of refunding the amount when I gave a poor service feedback. They promised they would contact after 3 days and now there is radio silence... do yourself a favour and don't buy gadgets from here at least
"
6,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Honest review after week usage
","
Upgraded from S20 to this phone. I was hesitant to change from samsung as I have been using it since S7 series. Trust me it's a real flagship killer. Charging and battery backup all samsung users will envy. All is good. Area of improvement is IP rating. Rest all good in comparison to phones in competition. Keep it up 1+ u win in all aspects.
"
7,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
One plus 12 overall
","
The camera , and display are good and also fast enoughOS is a little slow while opening the phoneFast charging
"
8,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Great but not best
","
-Heats up quite a lot outside.-Video shifts colors between warm and cool tone continuously during video call. Very annoying.-Had to remove bloatware. Not expected at this price range.-Not a compact phone. But I guess compact phones are dead.-Overall camera quality is good.-Performance is also top notch for a non gamer. Easily can last 5 years.-Battery doesn't last as much as advertised.-Fast charge is really fast.-Wifi connection and call quality is good.-Stop saying oxygen os. This is clearly ColorOS.-But all cons aside, they gave charger in the box. Looking at you Apple, Samsung and Nothing.-Build is also good. But curve screens have to go.Good option if you don't want to waste money on S24 Ultra. 90% features in half price.
"
9,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Excellent
","
Excellent phone , great battery, camera
"
10,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
A bit heavy.
","
She is not interested in this iz anu siddhi vinayak public school system and what profession can you please send me the body language and what profession can you please send me the link of the body language.
"
11,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Happy
","
Great phone foythe price point
"
12,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Camera is good
","




                    The media could not be loaded.
                



Good camera, nice battery backup, charging is superfastPerformance wise the phone is top notchComparatively phone heats up lower.For watching contents this phone will give an immersive experience. Product is worth of money.
"
13,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
Subtle
","
Upgraded from one plus 8 to 12. Camera is super with lot of pro mode.smooth functions.Not much difference apart from camera, battery. Expected more features like esim, ai.Heavy to hold.
"
14,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Good phone
","
Good phone
"
15,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Performance
","
Excellent 👍
"
16,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
OnePlus 12 hilight
","
Super mobile
"
17,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Good phone with some camera problem
","
Mobile is very good... But camera light manage ni kr pata..normal condition me achchi photo leta hai but sunlight me exposure sahi se handle ni kr pata hai....aur telephoto se li gyi photo thoda sa washed-out lagti h mtlb Aisa lgta hai ki colour contrast thoda kam hai....
"
18,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
A proper premium flagship experience
","
Overall good phone.And very good performance in all the departmentsTotally value for money.
"
19,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
The all rounder phone without breaking the bank
","
It's the perfect all rounder phone without cost above 1 lacs. The battery life is outstanding, last 2 day full. I don't use the phone much for social media and stuff. As a general Mobile user the battery is outstanding. The OS is the clean version of Colour OS. And the camera quality is on par with the costly flagship. I moved from my S22, compared to that the camera quality is usually a less of AI boosted processing and more true to life images. If you are confused between this and the S23 or Mi 13 I would say this is a better phone when compared to those.
"
20,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Price worthy
","
I think this is the best phone of one plus .Every feature is up to the mark.But battery backup could be little better.Overall phone is premium.
"
21,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Value for Money, Powerful processor, Powerful processor and battery
","

Video Player is loading.Play VideoPlayMuteCurrent Time /Duration Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time - 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.


Value for money. Powerful processor, Camera, battery. Your phone will never run out of battery, super fast charging. When compared with iPhone 13, camera images and audio sound quality is not that great. Fine-tune the camera pictures quality and audio quality to standout of the competition.
"
22,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Never settle
","
Cemara excellent. Display stunning visuals.. gaming smooth experience overall this is best the iPhone 15 pro max...
"
23,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Good but could be better but waiting for betterment.
","
1. Display and sound are super great.2. Camera in Day light is great. Matches to true colours.One Plus Oxygen 14 is not that great. Need lots of updates3. Initially I was not happy with battery performance but seems like mobile is slowly learning and getting better.
"
24,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
Very Heavy and bulky flagship
","
Value for money flagship, but mind you it's very heavy and bulky phone. Pain to carry in pocket. Occasional lag here and there, but mostly smooth.
"
25,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Ditched my S22 Ultra For This phone
","
I was a samsung user for past 15 years, Used All models in S series since 2014. But this device was able to chnage my mind this time, Awesome Camera, Massive battery life, A very tough competitor of s24 Ultra. Sometimes I miss my S pen, but thats ok. Why shall I pay 1.3 lakh just to use a Spen. I am completely satisfied with this phone and not going back to Samsung anymore.Pros : Massive Battery.  * 100 Watt Charger included  * Nice Case comes with phone  * Preapplied Screenguard.  * Camera is 1000% better than S22 Ultra, can give a tough compitition to s24 ultra as well.  * Nice liquid feel display, again better than samsung this time.Cons:  NONE AT THIS MOMENT 😍😍😍😍😍
"
26,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Best is the best one plus 12 .
","
One of the best product by one plus .one plus 12 is the best.it is like I phone 14. Camera is awesome. battery is the best. charging speed awesome.I got it 62000 rs by the use of credit card.
"
27,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Best phone for budget
","
We have got 2 of this phone one 16/512 and one 12/256 and both are perfect very good phoneRecommend
"
28,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Perfect clicks
","
I m passionate in photography, depth of field speaks .. very good phone
"
29,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
WhatsApp stuck
","
I got the one plus 12 phone in the month of February 2024. WhatsApp keeps getting stuck. Very embarrassing. Please tell me if there are any workarounds to keep WhatsApp from getting stuck.
"
30,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Fabulous high level smartphone of OnePlus 12
",
31,Oneplus 12,2.0 out of 5 stars,"2.0 out of 5 stars
One Plus 12
","
I was always using Samsung phones. My last phone was Galaxy Note 10 Plus, a real good Phone and it never ever hanged. Why foolishly I bought this one Plus. It hangs every day. A Phone with 12 gb ram hangs
"
32,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Excellent
","

Video Player is loading.Play VideoPlayMuteCurrent Time /Duration Loaded: 0%Stream Type LIVESeek to live, currently behind liveLIVERemaining Time - 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.

"
33,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
For 65k its worth it ❤️‍🔥
","
I was using iPhone 13 before and I switched to OnePlus 12Compared to iPhone battery backup, fast charging, and display quality everything is top-notch in this phone.Battery backup is too good and full charges within 40 minsDisplay quality is nice, processor 10/10Camera: I have seen many YouTube videos and most of the reviewers say the camera is not up to the mark but in my opinion, it's more than enough, the images come very well.It has 120x zoom, the master mode after the update takes a win, and a portrait mode is also fine.
"
34,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Super
","
I like it very nice and look wise
"
35,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
best in class
","
Always fan of 1plus due to its reliability and quality
"
36,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Excellent and Exceptional camera, Processor and ultra fast Charging is to next level..
","
From camera 9.5/10, speed processor 9./10, charging 10/10, display resolution 9.5/10, Sound Quality 10/10,,, only lacks Ip68...its a fact that many of us don't try under water .. superb mobile.. worth every penny...
"
37,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
Nice but not great
","
Software optimisation is not good , it has one of the best processor snap dragon 8 gen 3 but it is not optimised as the other phones with the same processor gives better performance
"
38,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Killer flagship phone and a strong competitor to iphone 15 pro and S23 Ultra
","
Camera Quality is superbNo heating issues so farCharging is magic you charges approx 3% in one minuteDisplay is amazingly smooth
"
39,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
One Plus 12 - A premium phone
","
Have been a user of One Plus 5, 6 , 7, now 12 - it has ticked all boxes and is a great possession - build quality n features are premium
"
40,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
One Plus 12
","
Excellent phone with amazing camera for the pricerange it's available in
"
41,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Very fast charging ,camera quality very good
","
0 to 100/ charging in 25 mins, camera quality very good, battery packup very good , value of money
"
42,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
Camera should be more updated
","
This my first one plus earlier I used Vivo x70 pro, in comparison of both I felt nothing change except the more crispy display. Camera of Vivo x70 pro was better. I think OnePlus will update it later on. Good phone at this price but it should be more than what it is giving. If price was 50-55k then itbis great deal. Over all quality of music,display and performance is at par.
"
43,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Oneplus is back on track
","
It took some time but oneplus is finally back on track awesome phone with great hardware as always but this time I am surprised by how good the cameras are on this phone... Great work oneplus
"
44,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
As expected, Speed, clarity, quality ... all are good.
","
I have been a fan of Oneplus since 2015 and it's my third OnePlus phone, replacing OnePlus 12 with Oneplus6. Very Good brand to trust.As expected, Speed, clarity, quality ... all are good.
"
45,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Fantastic
","




                    The media could not be loaded.
                



It is really a flagship killer at this price. Very happy to see its price and available good exchange offers, considering these I decided to my OP7Pro with this one. Everthing is just too good. Only concern is that sometimes screen does not turn off automatically when not in use ! Cameras are good, zooming is interesting. Battery life is fantastic. Charging is too fantastic 💫 It should be IP68 rated phone !
"
46,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
Not very good mobile
","
It's not upto my expectations, screen sometimes become unresponsive.
"
47,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
Not flagship
","
Waste money
"
48,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Mind blowing purchase.
","
Anybody looking for flagship killer. Blindly go for it. Love it😻. Beat S24 ultra and iPhone 15 pro in all categories.
"
49,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
Fast phone with decent camera.
","
Best - display and performance and vibration motor.Good - camera and features.Average -1.speakers sounds average(quality wise)2.Camera design, in hand feel is top heavy.3. Sometimes pictures taken from the camera looks very bad and red.Battery performance is good.
"
50,Oneplus 12,4.0 out of 5 stars,"4.0 out of 5 stars
Fluent
","
Fun to use.
"
51,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Happy
","
Satisfied with my decision to purchase this mobile
"
52,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Value for money
","
People been telling me to buy iPhone at this range. Didn't listen to them. Don't regret my decision at all. It's way better than iPhone15 Max.
"
53,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Awesome. OnePlus
","
Superb mobile
"
54,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Best phone
","
Display curve look is not good...apart from that all good
"
55,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Midhun 13
","
Honestly if you are going for a OnePlus device go for OnePlus 12Previous i have  OnePlus 10T, OnePlus 11R
"
56,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Worth every penny
","
Premium feel at not so premium price. Loving it so far🤩
"
57,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Excellent performance
","
This phone is simply awesome for those who love multitasking, photography and gaming
"
58,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Butter Smooth
","
Best OnePlus device so far, Hasleblad doing its best and potraits are Good
"
59,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Very good
","
All fine
"
60,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Best smartphone!!
","
Camera and display quality is very good. Happy with the purchase.
"
61,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Dhaansu Phone
","
An all rounder sturdy phone with best in class camera, display, sound, and works wonders, without any lags.
"
62,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Great Mobile
","
Good mobile,Very clear camera,Processor Very fast,Battery backup is good
"
63,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Highly recommended
","
Very good phone
"
64,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Camera
","
Excellent
"
65,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Topnotch
","
It has got everything one could ask for.
"
66,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
100x
","
Amazing camera performance..!!
"
67,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Super
","
Excellent
"
68,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Excellent Device!
","
Bestest!
"
69,Oneplus 12,3.0 out of 5 stars,"3.0 out of 5 stars
heating
","
the phone is good .phone is nicely optimized but in camera its fails.if u use cameraa u will face serious heating issue and battery drain fast ...
"
70,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Disappointed again with OnePlus
","
Camera features is very bad .u can use normal 20-30k budget phone with just like any AI photo enhance app.very disappointed, telephoto lens is only work max 6x zoom don't be fool with 120x. Don't waste your money.
"
71,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Pathetic Phones By 1+ Made After 2019
","
Oneplus के फोन 📱 बिलकुल भी ना खरीदे क्युकी 2020 से भारत 🇮🇳 मे Indian Manufacturing के फोन बनाए जा रहे हैं जो कि durability के मामले मे बिलकुल फुस है ऊपर से प्राइस सेग्मेंट मे Oneplus ने फ्लैगशिप माडल के दाम बहुत ज़्यादा रखे हुए है जिसपर टैक्स भी बहुत ज़्यादा लिया जा रहा है.. 60k-70k दामों के फोन आपके 2-3 साल से ज़्यादा चलने वाले नहीं हैं क्युकी उनमें कहीं ना कहीं Hardware related issue आ जाता जैसे कि मदर बोर्ड का fukk जाना and all और जिसपर सर्विस सेंटर वाले repairing cost 25k-40k तक की बताते हैं जो की बहुत ही ज़्यादा बेहूदा है... इसलिए ग्राहको से मेरा निवेदन है Oneplus के phones ना खरीदे नहीं तो display controlling issues आपको देखने को मिल सकते हैं
"
72,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Flickering of the screen and blackout
","




                    The media could not be loaded.
                



The screen started to flicker as soon as turned on. After few steps into setting the phone up, the screen turned completely black!
"
73,Oneplus 12,2.0 out of 5 stars,"2.0 out of 5 stars
Display
","
Display quality bad
"
74,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Camera quality is not good.
","
Pics quality is not good
"
75,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Red dot on screen
","
Red dot on screen
"
76,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Avoid OnePlus
","
Got dead pixel on OnePlus 12 within 2 monthsAs usual bad quality product
"
77,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Battery backup is not good.
","
I am using phone from 8 days but my phone battery 🔋 is not working properly
"
78,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Check this before buying
","
Within week phone got hanged with loading screen.....which later got solved through customer care service....i dont know if this happens to other or not...but didn't expect that from OP. If only i had returned window open ..i would have definitely returned my phone.Besides that there are many other minor glitches also. So do inquire before buying. Thanks
"
79,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Excellent Phone
","
Phone is working well and it captures the photos and videos very amazing well even in night mode, I recommend this Phone
"
80,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Beware! Audio issues!
","
Audiophiles beware, external Dac through usb C glitches a lot, found out after the return window, now stuck with it!
"
81,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
The phone lags and is slow being a so called flagship
","
Can't belive the phone hangs having a 12 GB Ram. Price is equal to iPhone but what's with the lagging issues?
"
82,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Not ip 68 rating
","
Camera quality poor selfie quality poor Vivo x100 very good phone
"
83,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
NAGARAJU
","




                    The media could not be loaded.
                


"
84,Oneplus 12,1.0 out of 5 stars,"1.0 out of 5 stars
Just Too big, buggy software and ridiculous design.
","
The shape of the phone is weird with huge camera lens and uncomfortable to hold. OxygenOs is not what it used to be and just a buggy copy of oppo's colorOS. There are lot of ghost and mistouches because of the ridiculous design and the curved edges. AVOID IT, if you need a reliable phone. Get an iPhone for some extra amount or there are lot of better cheaper alternatives which are better than it. YouTube reviews are all paid.
"
85,Oneplus 12,5.0 out of 5 stars,"5.0 out of 5 stars
Best Premium Phone
","
1. Camera- great! Zoom is sort of shaky due to air conditions, but man, it's pretty!2. Display is best too! It switches perfectly between yellow and blue screen according to your reading conditions.3. I was someone who used to hold phone from middle, but please don't do that as the camera is huge-ish(but totally worth it.). It's easy to use once you're used to it.(Took me 3 days)4. Good connectivity5. Pretty phone. Just battery somewhat drains a bit faster that usual. But still,it's a good battery backup.
"
